RLOI_ID|Value|Units|Location (Longtitude| Latitude)|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
8284|1.3|mALD|-1.733607|54.374938|"Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first."|Property flooding Essex Close|Flooding to Essex Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.740546|54.376326|"Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first."|Property flooding Bedford Close|Flooding toproperty on Bedford Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.740441|54.375457|"Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first."|Property flooding Warwick Close|Flooding to property on Warwick Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.3|mALD|-1.740827|54.376219|"Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first."|Property flooding Rutland Close|Flooding toproperty on Rutland Close, Catterick Garrison|Property Impact|2012|August|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.611|mALD|-1.655616|54.387735|"26 Sep 2012 - A1 closed at Catterick for 4 days
Surface water from agricultural land affected Gilling West and Catterick Garrison
"|Flooding on A1|Flooding on A1 at Catterick|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.611|mALD|-1.732908|54.403595|23 roads closed in the Richmond area.|Flooding to roads Richmond|Flooding to roads in Richmond area|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8284|2.95|mALD|-1.386483|54.178475|1 Property flooded at Topcliffe and road flooding at Catterick Bridge|Property flooding Topcliffe|Flooding to property in Topcliffe|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|2.95|mALD|-1.650383|54.389184|1 Property flooded at Topcliffe and road flooding at Catterick Bridge|Flooding to roads Catterick Bridge|Flooding to roads in Catterick Bridge area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.85|mALD|-1.633094|54.375551|"Properties along Low Green and the High Street start to flood at
this level due to overtopping of the Low Green Embankment and
the Flood Gate on High Street."|Property flooding Low Green|Flooding to property on Low Green, Catterick|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8284|1.85|mALD|-1.629678|54.376197|"Properties along Low Green and the High Street start to flood at
this level due to overtopping of the Low Green Embankment and
the Flood Gate on High Street."|Property flooding High Street|Flooding to property on High Street, Catterick|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.874|mALD|-1.666919|54.390689|26 Nov 2012 - Two roads closed in the area|Property flooding Brompton|Flooding to property at Brompton On Swale|Property Impact|2012|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.7|mALD|-1.415934|54.363291|Properties on Water End start to flood at this level.|Property on Water End|Flooding to property on Water End, Brompton On Swale|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.95|mALD|-1.424292|54.362633|"Properties on Station Road and Manor Court will start to flood at
this level."|Property flooding Station Road|Flooding to property on Station Road, Brompton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8224|1.95|mALD|-1.425856|54.362318|"Properties on Station Road and Manor Court will start to flood at
this level."|Property flooding Manor Court|Flooding to property on Manor Court, Brompton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.5|mALD|-1.434075|54.341128|The flats on Friarage Street as well as the Friarage Hospital are affected at this level|Property flooding Friarage Street|Flooding to property on Friarage Street, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.5|mALD|-1.430801|54.342336|The flats on Friarage Street as well as the Friarage Hospital are affected at this level|Property flooding Friarage Hospital|Flooding to property at Friarage hospital, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.6|mALD|-1.417797|54.338355|Sun Beck at Northallerton - Properties on Bramblefields will start to flood at this level.|Property flooding Bramblefields|Flooding to property on Bramblefields, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|1.6|mALD|-1.441044|54.338602|"Willow Beck at Northallerton - Properties on Bailey Court are
affected at this level"|Property flooding Bailey Court|Flooding to property on Bailey Court, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|2.5|mALD|-1.419212|54.345037|"Turker Beck at Northallerton - Properties along Turker Lane are
affected at this level"|Property flooding Turker Lane|Flooding to property on Turker Lane, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8225|2.8|mALD|1.434047|54.339121|"Willow Beck at Low Gates - Properties along High Street are
affected at this level"|Property flooding High Street|Flooding to property on High Street, Northallerton|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8285|1.7|mALD|-1.452725|54.33413|Willow Beck at Romanby - Properties|Property flooding Romanby|Flooding to property at Romanby|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3.85|mALD|-1.422791|54.25738|June 2000 - Properties flooded|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|2000|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3.89|mALD|-1.422791|54.25738|7 Nov 2000 - 5 Properties flooded|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske||2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8116|4|mALD|-1.424739|54.25807|Properties flooded on Green Lane. Kirby Wiske was cut off for 2 days during this event|Property flooding Green Lane|Flooding to property at Green Lane, Kirby Wiske||||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|4.03|mALD|-1.422791|54.25738|A total of 5 properties flooded.|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|4.06|mALD|-1.422791|54.25738|3 Nov 2000 - 5 properties flooded|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3|mALD|-1.420432|54.257473|Access roads to Kirby Wiske begin to flood at this level.|Flooding to roads Kirby Wiske|Flooding to roads in Kirby Wiske area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3.5|mALD|-1.420432|54.257473|Access roads in Kirby Wiske|Flooding to roads Kirby Wiske|Flooding to roads in Kirby Wiske area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8116|3.5|mALD|-1.422791|54.25738|Properties in Kirby Wiske|Property flooding Kirby Wiske|Flooding to property at Kirby Wiske|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.068|mALD|-1.348741|54.258773|25 Nov 2012 - Heavy Flooding on A19 causing lane closure|Flooding on A19|Flooding on A19 at Thirsk|Road Impact|2012|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.313|mALD|-1.343762|54.235387|26 Sep 2012 - 23 Roads closed in the Thirsk area|Flooding to roads Thirsk|Flooding to roads in Thirsk area|Road Impact|2012|September|EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.341069|54.233964|"Properties at Cod Beck at Thirsk - Riverside properties start to
flood at this level."|Flooding to Riverside|Property flooding on Riverside, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.339679|54.232916|"The first property to flood is Seaburn Cottage (17A Finkle Street).
Also affected is the Three Tuns Public House and 1 and 3 Bridge
Street."|Property flooding Finkle Street|Property flooding on Finkle Street, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.341592|54.233667|"The next properties to be affected will be 2-11 Riverside Mews
and properties on Todds Court and Waterside."|Property flooding Riverside Mews|Property flooding on Riverside Mews, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.340032|54.23378|"The next properties to be affected will be 2-11 Riverside Mews
and properties on Todds Court and Waterside."|Property flooding Todds Court|Property flooding on Todds Court, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|2.4|mALD|-1.341165|54.234247|"The next properties to be affected will be 2-11 Riverside Mews
and properties on Todds Court and Waterside."|Property flooding Waterside|Property flooding on Waterside, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8287|3.4|mALD|-1.339679|54.232916|Other properties along Finkle Street and 1-5 Riverside Mews in Thirsk start to flood at this level.|Property flooding Finkle Street|Property flooding on Finkle Street, Thirsk|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8059|5.44|mALD|-1.388503|54.177515|"Nov 2000 - Access Roads to Topcliffe Mill Flooded. 10 properties flooded in
Topcliffe."|Property flooding Topcliffe|Property flooding at Topcliffe|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8144|6.02|mALD|-1.330146|54.09235|30 Nov 2009 - High Levels, Caravan Site flooded|Property flooding Myton-on-Swale|Property flooding at Myton-on-Swale|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8113|3.5|mALD|-1.474509|54.097383|The Ure backs up to Bishop Monkton and floods the road to a level of approx 0.30m.|Flooding to roads at Bishops Monkton|Flooding to roads in Bishops Monkton area|Road Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8113|4|mALD|-1.655695|54.223766|Causes flooding at the Old Mill, Masham|Property flooding Masham|Property flooding at Masham, Ripon|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8133|2.64|mALD|-1.655695|54.223766|The Old Mill flooded at this level in 1991|Property flooding Masham|Property flooding at Masham, Ripon||1991|February|EMERGENCY RESPONSE PROCEDURES MANUAL
8133|3.1|mALD|-1.655695|54.223766|11 Jan 2007 - The Old Mill flooded|Property flooding Masham|Property flooding at Masham, Ripon||2007|January|EMERGENCY RESPONSE PROCEDURES MANUAL
8133|3.534|mALD|-1.655695|54.223766|08 Jan 2005 - 2 properties flooded – Old Mill and Glebe Cottage|Property flooding Masham|Property flooding at Masham, Ripon||2005|January|EMERGENCY RESPONSE PROCEDURES MANUAL
8176|3.3|mALD|-1.515121|54.141394|Jun 2007 - 40 properties flooded. Floodwater mainly came from the River Skell.|Property flooding Ripon|Property flooding at Ripon|Property Impact|2007|June|EMERGENCY RESPONSE PROCEDURES MANUAL
8176|3.73|mALD|-1.501882|54.130423|"08 Jan 2005 - Flooding in Ripon at Fishermans Lodge, 10A Magdalens Rd
(basement flat), 2 Lodges at Holiday Park + the Laundry and office there, River View
Road, 2 Fisher Green, 3a Fisher Green, 5 Fisher Green, and Garage/Workshop at
the end of Fisher Green."|Property flooding Fisher Green Lane|Property flooding on Fisher Green Lane, Ripon|Property Impact|2005|January|EMERGENCY RESPONSE PROCEDURES MANUAL
8176|4.4|mALD|-1.501882|54.130423|"1991 - Flooding occurred in Ripon from the River Ure. Extensive flooding to
Magdalens Road and Fisher Green."|Property flooding Fisher Green Lane|Property flooding on Fisher Green Lane, Ripon|Property Impact|1991||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|4.4|mALD|-1.515816|54.142412|"1991 - Flooding occurred in Ripon from the River Ure. Extensive flooding to
Magdalens Road and Fisher Green."|Property flooding Magdalens Road|Property flooding on Magdalens Road, Ripon|Property Impact|1991||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|3.7|mALD|-1.518393|54.144065|"Undefended properties at Ripon start to flood at this level.
Riverside Lodges on River View Road are the first properties to
flood."|Property flooding River View Road|Property flooding on River View Road, Ripon|Property Impact|||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|5.3|mALD|-1.518393|54.144065|"Defences at River View Road and Ure Bank will begin to overtop
at this level."|Defence at River View Road|Overtop of defences on River View Road|Defence|||EMERGENCY RESPONSE PROCEDURES MANUAL
8176|5.3|mALD|-1.518571|54.146413|"Defences at River View Road and Ure Bank will begin to overtop
at this level."|Defence at Ure Bank Terraces|Overtop of defences on Ure Bank Terrace|Defence|||EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.86|mALD|-1.523983|54.135539|Flood level 03/11/2000 - caused extensive flooding of properties in Ripon.|Property flooding Ripon|Property flooding at Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.859|mALD|-1.531044|54.132777|"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane."|Property flooding Borrage Lane|Property flooding on Borrage Lane, Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.859|mALD|-1.512711|54.133455|"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane."|Property flooding Low Mill Estate|Property flooding on Low Mill Estate, Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.859|mALD|-1.527178|54.132708|"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane."|Property flooding Harrogate Road|Property flooding on Harrogate Road, Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.859|mALD|-1.519889|54.133251|"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane."|Property flooding Bondgate Green|Property flooding on Bondgate Green, Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.859|mALD|-1.501843|54.130386|"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane."|Property flooding Fisher Green Lane|Property flooding on Fisher Green Lane, Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
8171|1.859|mALD|-1.514561|54.132951|"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane."|Property flooding Priest Lane|Property flooding on Priest Lane, Ripon|Property Impact|2000|November|EMERGENCY RESPONSE PROCEDURES MANUAL
